,Brand,Model ,Generation  ,Modification (Engine) ,Start of production ,Powertrain Architecture ,Body type,Seats ,Doors ,Combined fuel consumption (WLTP) ,CO2 emissions (WLTP),Fuel Type ,Acceleration 0 - 100 km/h,Acceleration 0 - 62 mph,Acceleration 0 - 60 mph (Calculated by Auto-Data.net) ,Maximum speed ,Emission standard ,Weight-to-power ratio ,Weight-to-torque ratio ,Battery voltage ,Battery location ,Electric motor power ,Power ,Power per litre ,Torque ,Engine layout ,Engine Model/Code ,Engine displacement ,Number of cylinders ,Engine configuration ,Cylinder Bore ,Piston Stroke ,Compression ratio ,Number of valves per cylinder ,Fuel injection system ,Engine aspiration ,Valvetrain  ,Engine oil capacity ,Engine oil specification ,Engine systems,Kerb Weight ,Max. weight ,Max load,Trunk (boot) space - minimum ,Fuel tank capacity ,Max. roof load ,Permitted trailer load with brakes (12%) ,Permitted trailer load without brakes ,Permitted towbar download ,Length ,Width ,Height ,Wheelbase ,Front track ,Rear (Back) track ,Ride height (ground clearance) ,Drag coefficient (Cd) ,Minimum turning circle (turning diameter) ,Drivetrain Architecture ,Drive wheel ,Number of gears and type of gearbox ,Front suspension ,Rear suspension ,Front brakes,Rear brakes,Assisting systems,Steering type ,Power steering ,Tires size,Wheel rims size,Battery technology ,Electric motor location ,All-electric range (WLTP),Average Energy consumption (WLTP) ,Electric motor Torque ,Gross battery capacity ,Max speed (electric) ,Recuperation output ,System power ,System torque ,Trunk (boot) space - maximum ,Fuel consumption (economy) - combined,CO2 emissions,Coolant ,End of production ,Fuel consumption (economy) - extra urban,Fuel consumption (economy) - urban ,"CO2 emissions (NEDC, WLTP equivalent)","Fuel consumption (economy) - combined (NEDC, WLTP equivalent)","Fuel consumption (economy) - extra urban (NEDC, WLTP equivalent)","Fuel consumption (economy) - urban (NEDC, WLTP equivalent) ",Front overhang ,Rear overhang ,Width including mirrors ,"Average Energy consumption (NEDC, WLTP equivalent) ",Permitted trailer load with brakes (8%) ,CO2 emissions (NEDC),Fuel consumption (economy) - combined (NEDC),Fuel consumption (economy) - extra urban (NEDC),Fuel consumption (economy) - urban (NEDC) ,"All-electric range (NEDC, WLTP equivalent)",All-electric range (NEDC),Average Energy consumption (NEDC) ,Acceleration 0 - 60 mph ,Width with mirrors folded ,Maximum engine speed 
206,BMW,3 Series,3 Series Touring (F31),316d (116 Hp) ,2012 year ,Internal Combustion engine ,Station wagon (estate) ,5 ,5 ,,,Diesel ,11.2 sec ,11.2 sec ,10.6 sec ,"200 km/h
						124.27 mph",Euro 5 ,"12.7 kg/Hp, 78.6 Hp/tonne ","5.7 kg/Nm, 176.3 Nm/tonne ",,,,116 Hp @ 4000 rpm. ,58.1 Hp/l ,"260 Nm @ 1750-2500 rpm.
						191.77 lb.-ft. @ 1750-2500 rpm.","Front, Longitudinal ",N47D20C ,"1995 cm3
121.74 cu. in.",4 ,Inline ,"84 mm
					3.31 in.","90 mm
					3.54 in.",16.5 ,4 ,Diesel Commonrail ,"Twin-power turbo, Intercooler ",,"5.2 l
					5.49 US qt | 4.58 UK qt",Log in to see.,Particulate filter,"1475 kg
					3251.82 lbs.","2025 kg
					4464.36 lbs.","550 kg
					1212.54 lbs.","495 l
					17.48 cu. ft.","57 l
						15.06 US gal | 12.54 UK gal","75 kg
					165.35 lbs.","1600 kg
					3527.4 lbs.","745 kg
					1642.44 lbs.","75 kg
					165.35 lbs.","4624 mm
					182.05 in.","1811 mm
					71.3 in.","1429 mm
					56.26 in.","2810 mm
					110.63 in.","1543 mm
					60.75 in.","1583 mm
					62.32 in.","140 mm
					5.51 in.",0.30 ,"11.3 m
					37.07 ft.",The Internal combustion engine (ICE) drives the rear wheels of the vehicle. ,Rear wheel drive ,"6 gears, manual transmission ","Independent torsion bar, double wishbone ",Independent multi-link suspension ,Ventilated discs ,Ventilated discs ,ABS (Anti-lock braking system) ,Steering rack and pinion ,Electric Steering ,205/60 R16 92W; 225/55 R16; 225/50 R17; 255/45 R17; 225/45 R18; 255/40 R18; 225/40 R19; 255/35 R19 ,7J x 16; 7.5J x 16; 7.5J x 17; 8.5J x 17; 8J x 18; 8.5J x 18; 8J x 19; 8.5J x 19 ,,,,,,,,,,,"1500 l
					52.97 cu. ft.","4.5-4.7 l/100 km
							52.27 - 50.05 US mpg62.77 - 60.1 UK mpg22.22 - 21.28 km/l",119-123 g/km ,"7 l
					7.4 US qt | 6.16 UK qt",2015 year ,"3.9-4.1 l/100 km
							60.31 - 57.37 US mpg72.43 - 68.9 UK mpg25.64 - 24.39 km/l","5.6-5.8 l/100 km
							42 - 40.55 US mpg50.44 - 48.7 UK mpg17.86 - 17.24 km/l",,,,,,,,,,,,,,,,,,,
207,BMW,3 Series,3 Series Sedan (F30),ActiveHybrid 3 (340 Hp) Steptronic ,"November, 2012 year ",FHEV (Full Hybrid Electric Vehicle) ,Sedan ,5 ,4 ,,,Petrol (Gasoline) ,5.3 sec ,5.3 sec ,5 sec ,"250 km/h, Electronically limited
						155.34 mph",Euro 5 ,"4.9 kg/Hp, 205.4 Hp/tonne ","3.7 kg/Nm, 271.9 Nm/tonne ",,Under the trunk ,55 Hp ,306 Hp @ 5800 rpm. ,102.7 Hp/l ,"400 Nm @ 1200-5000 rpm.
						295.02 lb.-ft. @ 1200-5000 rpm.","Front, Longitudinal ",N55B30 ,"2979 cm3
181.79 cu. in.",6 ,Inline ,"84 mm
					3.31 in.","89.6 mm
					3.53 in.",10.2 ,4 ,Direct injection ,"Twin-power turbo, Intercooler ","DOHC, VALVETRONIC ","6.5 l
					6.87 US qt | 5.72 UK qt",Log in to see.,Start & Stop System,"1655 kg
					3648.65 lbs.","2185 kg
					4817.1 lbs.","530 kg
					1168.45 lbs.","390 l
					13.77 cu. ft.","57 l
						15.06 US gal | 12.54 UK gal","75 kg
					165.35 lbs.",,,,"4624 mm
					182.05 in.","1811 mm
					71.3 in.","1429 mm
					56.26 in.","2810 mm
					110.63 in.","1531 mm
					60.28 in.","1572 mm
					61.89 in.","140 mm
					5.51 in.",0.29 ,"11.3 m
					37.07 ft.",The Internal combustion engine (ICE) and electric motor drive the rear wheels of the car with the ability to work in full electric or mixed mode. ,Rear wheel drive ,"8 gears, automatic transmission Steptronic ",Spring Strut ,Independent multi-link suspension ,Ventilated discs ,Ventilated discs ,ABS (Anti-lock braking system) ,Steering rack and pinion ,Electric Steering ,225/50 R17 ,7.5J x 17 ,Lithium-ion (Li-Ion) ,Integrated into the transmission ,,,"210 Nm
						
				154.89 lb.-ft.",0.675 kWh ,"75 km/h
				    
				46.6 mph",,340 Hp ,"450 Nm
				331.9 lb.-ft.",,,,"9.3 l
					9.83 US qt | 8.18 UK qt","May, 2015 year ",,,,,,,"776 mm
					30.55 in.","1038 mm
					40.87 in.","2031 mm
					79.96 in.",,,139 g/km ,"5.9 l/100 km
							39.87 US mpg47.88 UK mpg16.95 km/l","6.4 l/100 km
							36.75 US mpg44.14 UK mpg15.63 km/l","5.3 l/100 km
							44.38 US mpg53.3 UK mpg18.87 km/l",,"4 km
					2.49 mi ",,,,
208,BMW,3 Series,3 Series Sedan (F30),335i (306 Hp) xDrive Automatic ,2012 year ,Internal Combustion engine ,Sedan ,5 ,4 ,,,Petrol (Gasoline) ,5 sec ,5 sec ,4.8 sec ,"250 km/h
						155.34 mph",Euro 5 ,"5.2 kg/Hp, 192.5 Hp/tonne ","4 kg/Nm, 251.6 Nm/tonne ",,,,306 Hp @ 5800-6000 rpm. ,102.7 Hp/l ,"400 Nm @ 1200-5000 rpm.
						295.02 lb.-ft. @ 1200-5000 rpm.","Front, Longitudinal ",N55B30A ,"2979 cm3
181.79 cu. in.",6 ,Inline ,"84 mm
					3.31 in.","89.6 mm
					3.53 in.",10.2 ,4 ,Direct injection ,"Twin-power turbo, Intercooler ",,"6.5 l
					6.87 US qt | 5.72 UK qt",Log in to see.,,"1590 kg
					3505.35 lbs.","2120 kg
					4673.8 lbs.","530 kg
					1168.45 lbs.","480 l
					16.95 cu. ft.","60 l
						15.85 US gal | 13.2 UK gal","75 kg
					165.35 lbs.","1800 kg
					3968.32 lbs.","750 kg
					1653.47 lbs.","75 kg
					165.35 lbs.","4624 mm
					182.05 in.","1811 mm
					71.3 in.","1434 mm
					56.46 in.","2810 mm
					110.63 in.","1543 mm
					60.75 in.","1583 mm
					62.32 in.","145 mm
					5.71 in.",0.30 ,"11.7 m
					38.39 ft.",,All wheel drive (4x4) ,"8 gears, automatic transmission ","Independent torsion bar, double wishbone ",Independent multi-link suspension ,Ventilated discs ,Ventilated discs ,ABS (Anti-lock braking system) ,Steering rack and pinion ,Electric Steering ,225/50 R17 94W ,7.5J x 17 ,,,,,,,,,,,,"7.6 l/100 km
							30.95 US mpg37.17 UK mpg13.16 km/l",178 g/km ,"6.7 l
					7.08 US qt | 5.9 UK qt",2015 year ,"5.8 l/100 km
							40.55 US mpg48.7 UK mpg17.24 km/l","10.8 l/100 km
							21.78 US mpg26.16 UK mpg9.26 km/l",,,,,,,,,,,,,,,,,,,
209,BMW,3 Series,3 Series Sedan (F30),335i (306 Hp) xDrive ,2012 year ,Internal Combustion engine ,Sedan ,5 ,4 ,,,Petrol (Gasoline) ,5.3 sec ,5.3 sec ,5 sec ,"250 km/h
						155.34 mph",Euro 5 ,"5.2 kg/Hp, 193.7 Hp/tonne ","4 kg/Nm, 253.2 Nm/tonne ",,,,306 Hp @ 5800-6000 rpm. ,102.7 Hp/l ,"400 Nm @ 1200-5000 rpm.
						295.02 lb.-ft. @ 1200-5000 rpm.","Front, Longitudinal ",N55B30A ,"2979 cm3
181.79 cu. in.",6 ,Inline ,"84 mm
					3.31 in.","89.6 mm
					3.53 in.",10.2 ,4 ,Direct injection ,"Twin-power turbo, Intercooler ",,"6.5 l
					6.87 US qt | 5.72 UK qt",Log in to see.,,"1580 kg
					3483.3 lbs.","2130 kg
					4695.85 lbs.","550 kg
					1212.54 lbs.","480 l
					16.95 cu. ft.","60 l
						15.85 US gal | 13.2 UK gal","75 kg
					165.35 lbs.","1800 kg
					3968.32 lbs.","750 kg
					1653.47 lbs.","75 kg
					165.35 lbs.","4624 mm
					182.05 in.","1811 mm
					71.3 in.","1434 mm
					56.46 in.","2810 mm
					110.63 in.","1543 mm
					60.75 in.","1583 mm
					62.32 in.","145 mm
					5.71 in.",0.30 ,"11.7 m
					38.39 ft.",,All wheel drive (4x4) ,"6 gears, manual transmission ",Independent coil spring ,Independent multi-link suspension ,Ventilated discs ,Ventilated discs ,ABS (Anti-lock braking system) ,Steering rack and pinion ,Electric Steering ,225/50 R17 94W ,7.5J x 17 ,,,,,,,,,,,,"8.2 l/100 km
							28.68 US mpg34.45 UK mpg12.2 km/l",193 g/km ,"6.7 l
					7.08 US qt | 5.9 UK qt",2015 year ,"6.3 l/100 km
							37.34 US mpg44.84 UK mpg15.87 km/l","11.6 l/100 km
							20.28 US mpg24.35 UK mpg8.62 km/l",,,,,,,,,,,,,,,,,,,
210,BMW,3 Series,3 Series Sedan (F30),335i (306 Hp) Automatic ,2011 year ,Internal Combustion engine ,Sedan ,5 ,4 ,,,Petrol (Gasoline) ,5.5 sec ,5.5 sec ,5.2 sec ,"250 km/h
						155.34 mph",Euro 5 ,"5 kg/Hp, 201.3 Hp/tonne ","3.8 kg/Nm, 263.2 Nm/tonne ",,,,306 Hp @ 5800-6000 rpm. ,102.7 Hp/l ,"400 Nm @ 1200-5000 rpm.
						295.02 lb.-ft. @ 1200-5000 rpm.","Front, Longitudinal ",N55B30A ,"2979 cm3
181.79 cu. in.",6 ,Inline ,"84 mm
					3.31 in.","89.6 mm
					3.53 in.",10.2 ,4 ,Direct injection ,"Twin-power turbo, Intercooler ",,"6.5 l
					6.87 US qt | 5.72 UK qt",Log in to see.,,"1520 kg
					3351.03 lbs.","2070 kg
					4563.57 lbs.","550 kg
					1212.54 lbs.","480 l
					16.95 cu. ft.","60 l
						15.85 US gal | 13.2 UK gal","75 kg
					165.35 lbs.","1700 kg
					3747.86 lbs.","750 kg
					1653.47 lbs.","75 kg
					165.35 lbs.","4624 mm
					182.05 in.","1811 mm
					71.3 in.","1429 mm
					56.26 in.","2810 mm
					110.63 in.","1531 mm
					60.28 in.","1572 mm
					61.89 in.","140 mm
					5.51 in.",0.30 ,"11.3 m
					37.07 ft.",The Internal combustion engine (ICE) drives the rear wheels of the vehicle. ,Rear wheel drive ,"8 gears, automatic transmission ",Independent coil spring ,Independent multi-link suspension ,Ventilated discs ,Ventilated discs ,ABS (Anti-lock braking system) ,Steering rack and pinion ,Electric Steering ,225/50 R17 94W ,7.5J x 17 ,,,,,,,,,,,,"7.2 l/100 km
							32.67 US mpg39.23 UK mpg13.89 km/l",169 g/km ,"6.7 l
					7.08 US qt | 5.9 UK qt",2015 year ,"5.5 l/100 km
							42.77 US mpg51.36 UK mpg18.18 km/l","10.2 l/100 km
							23.06 US mpg27.69 UK mpg9.8 km/l",,,,,,,,,,,,,,,,,,,
211,BMW,3 Series,3 Series Sedan (F30),335i (306 Hp) ,2011 year ,Internal Combustion engine ,Sedan ,5 ,4 ,,,Petrol (Gasoline) ,5.5 sec ,5.5 sec ,5.2 sec ,"250 km/h
						155.34 mph",Euro 5 ,"4.9 kg/Hp, 202.6 Hp/tonne ","3.8 kg/Nm, 264.9 Nm/tonne ",,,,306 Hp @ 5800-6000 rpm. ,102.7 Hp/l ,"400 Nm @ 1200-5000 rpm.
						295.02 lb.-ft. @ 1200-5000 rpm.","Front, Longitudinal ",N55B30A ,"2979 cm3
181.79 cu. in.",6 ,Inline ,"84 mm
					3.31 in.","89.6 mm
					3.53 in.",10.2 ,4 ,Direct injection ,"Twin-power turbo, Intercooler ",,"6.5 l
					6.87 US qt | 5.72 UK qt",Log in to see.,,"1510 kg
					3328.98 lbs.","2060 kg
					4541.52 lbs.","550 kg
					1212.54 lbs.","480 l
					16.95 cu. ft.","60 l
						15.85 US gal | 13.2 UK gal","75 kg
					165.35 lbs.","1700 kg
					3747.86 lbs.","750 kg
					1653.47 lbs.","75 kg
					165.35 lbs.","4624 mm
					182.05 in.","1811 mm
					71.3 in.","1429 mm
					56.26 in.","2810 mm
					110.63 in.","1531 mm
					60.28 in.","1572 mm
					61.89 in.","140 mm
					5.51 in.",0.30 ,"11.3 m
					37.07 ft.",The Internal combustion engine (ICE) drives the rear wheels of the vehicle. ,Rear wheel drive ,"6 gears, manual transmission ",Independent coil spring ,Independent multi-link suspension ,Ventilated discs ,Ventilated discs ,ABS (Anti-lock braking system) ,Steering rack and pinion ,Electric Steering ,225/50 R17 94W ,7.5J x 17 ,,,,,,,,,,,,"7.9 l/100 km
							29.77 US mpg35.76 UK mpg12.66 km/l",186 g/km ,"6.7 l
					7.08 US qt | 5.9 UK qt",2015 year ,"6.1 l/100 km
							38.56 US mpg46.31 UK mpg16.39 km/l","11.1 l/100 km
							21.19 US mpg25.45 UK mpg9.01 km/l",,,,,,,,,,,,,,,,,,,
212,BMW,3 Series,3 Series Sedan (F30),335d (313 Hp) xDrive Automatic ,2012 year ,Internal Combustion engine ,Sedan ,5 ,4 ,,,Diesel ,4.8 sec ,4.8 sec ,4.6 sec ,"250 km/h
						155.34 mph",Euro 5 ,"5.4 kg/Hp, 183.6 Hp/tonne ","2.7 kg/Nm, 369.5 Nm/tonne ",,,,313 Hp @ 4400 rpm. ,104.6 Hp/l ,"630 Nm @ 1500-2500 rpm.
						464.66 lb.-ft. @ 1500-2500 rpm.","Front, Longitudinal ",N57D30B ,"2993 cm3
182.64 cu. in.",6 ,Inline ,"84 mm
					3.31 in.","90 mm
					3.54 in.",16.5 ,4 ,Diesel Commonrail ,"Twin-power turbo, Intercooler ",,"6.5 l
					6.87 US qt | 5.72 UK qt",Log in to see.,Particulate filter,"1705 kg
					3758.88 lbs.","2180 kg
					4806.08 lbs.","475 kg
					1047.2 lbs.",,"57 l
						15.06 US gal | 12.54 UK gal",,,,,"4624 mm
					182.05 in.","1811 mm
					71.3 in.","1429 mm
					56.26 in.","2810 mm
					110.63 in.","1543 mm
					60.75 in.","1583 mm
					62.32 in.",,0.30 ,,,All wheel drive (4x4) ,"8 gears, automatic transmission ",,,Ventilated discs ,Disc ,ABS (Anti-lock braking system) ,Steering rack and pinion ,,225/50 R17 94W ,7.5J x 17 ,,,,,,,,,,,,"5.4 l/100 km
							43.56 US mpg52.31 UK mpg18.52 km/l",143 g/km ,"7.2 l
					7.61 US qt | 6.34 UK qt",2015 year ,"4.9 l/100 km
							48 US mpg57.65 UK mpg20.41 km/l","6.4 l/100 km
							36.75 US mpg44.14 UK mpg15.63 km/l",,,,,,,,,,,,,,,,,,,
213,BMW,3 Series,3 Series Sedan (F30),330d (258 Hp) xDrive Automatic ,2012 year ,Internal Combustion engine ,Sedan ,5 ,4 ,,,Diesel ,5.3 sec ,5.3 sec ,5 sec ,"250 km/h
						155.34 mph",Euro 5 ,"6.5 kg/Hp, 153.1 Hp/tonne ","3 kg/Nm, 332.3 Nm/tonne ",,,,258 Hp @ 4000 rpm. ,86.2 Hp/l ,"560 Nm @ 1500-3000 rpm.
						413.03 lb.-ft. @ 1500-3000 rpm.","Front, Longitudinal ",N57D30A ,"2993 cm3
182.64 cu. in.",6 ,Inline ,"84 mm
					3.31 in.","90 mm
					3.54 in.",16.5 ,4 ,Diesel Commonrail ,"Twin-power turbo, Intercooler ",,"6.5 l
					6.87 US qt | 5.72 UK qt",Log in to see.,Particulate filter,"1685 kg
					3714.79 lbs.","2160 kg
					4761.98 lbs.","475 kg
					1047.2 lbs.",,"57 l
						15.06 US gal | 12.54 UK gal",,,,,"4624 mm
					182.05 in.","1811 mm
					71.3 in.","1429 mm
					56.26 in.","2810 mm
					110.63 in.","1543 mm
					60.75 in.","1583 mm
					62.32 in.",,0.29 ,,,All wheel drive (4x4) ,"8 gears, automatic transmission ",,,Ventilated discs ,Disc ,ABS (Anti-lock braking system) ,Steering rack and pinion ,,225/50 R17 94W ,7.5J x 17 ,,,,,,,,,,,,"5.2 l/100 km
							45.23 US mpg54.32 UK mpg19.23 km/l",137 g/km ,"7.2 l
					7.61 US qt | 6.34 UK qt",2015 year ,"4.6 l/100 km
							51.13 US mpg61.41 UK mpg21.74 km/l","6.4 l/100 km
							36.75 US mpg44.14 UK mpg15.63 km/l",,,,,,,,,,,,,,,,,,,
214,BMW,3 Series,3 Series Sedan (F30),330d (258 Hp) Automatic ,2012 year ,Internal Combustion engine ,Sedan ,5 ,4 ,,,Diesel ,5.6 sec ,5.6 sec ,5.3 sec ,"250 km/h
						155.34 mph",Euro 5 ,"6 kg/Hp, 167.5 Hp/tonne ","2.8 kg/Nm, 363.6 Nm/tonne ",,,,258 Hp @ 4000 rpm. ,86.2 Hp/l ,"560 Nm @ 2000-2750 rpm.
						413.03 lb.-ft. @ 2000-2750 rpm.","Front, Longitudinal ",N57D30A ,"2993 cm3
182.64 cu. in.",6 ,Inline ,"84 mm
					3.31 in.","90 mm
					3.54 in.",16.5 ,4 ,Diesel Commonrail ,"Twin-power turbo, Intercooler ",,"6.5 l
					6.87 US qt | 5.72 UK qt",Log in to see.,Particulate filter,"1540 kg
					3395.12 lbs.","2090 kg
					4607.66 lbs.","550 kg
					1212.54 lbs.","480 l
					16.95 cu. ft.","57 l
						15.06 US gal | 12.54 UK gal","75 kg
					165.35 lbs.","1800 kg
					3968.32 lbs.","750 kg
					1653.47 lbs.","75 kg
					165.35 lbs.","4624 mm
					182.05 in.","1811 mm
					71.3 in.","1429 mm
					56.26 in.","2810 mm
					110.63 in.","1543 mm
					60.75 in.","1582 mm
					62.28 in.","140 mm
					5.51 in.",0.28 ,"11.30 m
					37.07 ft.",The Internal combustion engine (ICE) drives the rear wheels of the vehicle. ,Rear wheel drive ,"8 gears, automatic transmission ",Independent coil spring ,Independent multi-link suspension ,Ventilated discs ,Ventilated discs ,ABS (Anti-lock braking system) ,Steering rack and pinion ,Electric Steering ,225/50 R17 94 W ,7.5J x 17 ,,,,,,,,,,,,"4.9 l/100 km
							48 US mpg57.65 UK mpg20.41 km/l",129 g/km ,"7.2 l
					7.61 US qt | 6.34 UK qt",2015 year ,"4.3 l/100 km
							54.7 US mpg65.69 UK mpg23.26 km/l","6 l/100 km
							39.2 US mpg47.08 UK mpg16.67 km/l",,,,,,,,,,,,,,,,,,,
215,BMW,3 Series,3 Series Sedan (F30),328i (245 Hp) xDrive Automatic ,2012 year ,Internal Combustion engine ,Sedan ,5 ,4 ,,,Petrol (Gasoline) ,5.8 sec ,5.8 sec ,5.5 sec ,"250 km/h
						155.34 mph",Euro 5 ,"6.5 kg/Hp, 153.6 Hp/tonne ","4.6 kg/Nm, 219.4 Nm/tonne ",,,,245 Hp @ 5000 rpm. ,122.7 Hp/l ,"350 Nm @ 1250-4800 rpm.
						258.15 lb.-ft. @ 1250-4800 rpm.","Front, Longitudinal ",N20B20A ,"1997 cm3
121.86 cu. in.",4 ,Inline ,"84 mm
					3.31 in.","90.1 mm
					3.55 in.",10 ,4 ,Direct injection ,"Twin-power turbo, Intercooler ",,"5 l
					5.28 US qt | 4.4 UK qt",Log in to see.,,"1595 kg
					3516.37 lbs.","2075 kg
					4574.59 lbs.","480 kg
					1058.22 lbs.","480 l
					16.95 cu. ft.","60 l
						15.85 US gal | 13.2 UK gal","75 kg
					165.35 lbs.","1700 kg
					3747.86 lbs.","750 kg
					1653.47 lbs.","75 kg
					165.35 lbs.","4624 mm
					182.05 in.","1811 mm
					71.3 in.","1434 mm
					56.46 in.","2810 mm
					110.63 in.","1543 mm
					60.75 in.","1582 mm
					62.28 in.","145 mm
					5.71 in.",0.30 ,"11.7 m
					38.39 ft.",,All wheel drive (4x4) ,"8 gears, automatic transmission ",Independent coil spring ,Independent multi-link suspension ,Ventilated discs ,Ventilated discs ,ABS (Anti-lock braking system) ,Steering rack and pinion ,Electric Steering ,225/50 R17 94W ,7.5J x 17 ,,,,,,,,,,,,"6.7 l/100 km
							35.11 US mpg42.16 UK mpg14.93 km/l",157 g/km ,"6.9 l
					7.29 US qt | 6.07 UK qt",2015 year ,"5.5 l/100 km
							42.77 US mpg51.36 UK mpg18.18 km/l","8.7 l/100 km
							27.04 US mpg32.47 UK mpg11.49 km/l",,,,,,,,,,,,,,,,,,,
216,BMW,3 Series,3 Series Sedan (F30),328i (245 Hp) xDrive ,2012 year ,Internal Combustion engine ,Sedan ,5 ,4 ,,,Petrol (Gasoline) ,5.7 sec ,5.7 sec ,5.4 sec ,"250 km/h
						155.34 mph",Euro 5 ,"6.2 kg/Hp, 161.2 Hp/tonne ","4.3 kg/Nm, 230.3 Nm/tonne ",,,,245 Hp @ 5000 rpm. ,122.7 Hp/l ,"350 Nm @ 1250-4800 rpm.
						258.15 lb.-ft. @ 1250-4800 rpm.","Front, Longitudinal ",N20B20A ,"1997 cm3
121.86 cu. in.",4 ,Inline ,"84 mm
					3.31 in.","90.1 mm
					3.55 in.",10 ,4 ,Direct injection ,"Twin-power turbo, Intercooler ",,"5 l
					5.28 US qt | 4.4 UK qt",Log in to see.,,"1520 kg
					3351.03 lbs.","2060 kg
					4541.52 lbs.","540 kg
					1190.5 lbs.","480 l
					16.95 cu. ft.","60 l
						15.85 US gal | 13.2 UK gal","75 kg
					165.35 lbs.","1700 kg
					3747.86 lbs.","750 kg
					1653.47 lbs.","75 kg
					165.35 lbs.","4624 mm
					182.05 in.","1811 mm
					71.3 in.","1434 mm
					56.46 in.","2810 mm
					110.63 in.","1543 mm
					60.75 in.","1582 mm
					62.28 in.","145 mm
					5.71 in.",0.30 ,"11.7 m
					38.39 ft.",,All wheel drive (4x4) ,"6 gears, manual transmission ",Independent coil spring ,Independent multi-link suspension ,Ventilated discs ,Ventilated discs ,ABS (Anti-lock braking system) ,Steering rack and pinion ,Electric Steering ,225/50 R17 94W ,7.5J x 17 ,,,,,,,,,,,,"6.8 l/100 km
							34.59 US mpg41.54 UK mpg14.71 km/l",159 g/km ,"6.9 l
					7.29 US qt | 6.07 UK qt",2015 year ,"5.5 l/100 km
							42.77 US mpg51.36 UK mpg18.18 km/l","9 l/100 km
							26.13 US mpg31.39 UK mpg11.11 km/l",,,,,,,,,,,,,,,,,,,
217,BMW,3 Series,3 Series Sedan (F30),328i (245 Hp) Automatic ,2011 year ,Internal Combustion engine ,Sedan ,5 ,4 ,,,Petrol (Gasoline) ,6.1 sec ,6.1 sec ,5.8 sec ,"250 km/h
						155.34 mph",Euro 5 ,"5.9 kg/Hp, 168.4 Hp/tonne ","4.2 kg/Nm, 240.5 Nm/tonne ",,,,245 Hp @ 5000-6500 rpm. ,122.7 Hp/l ,"350 Nm @ 1250-4800 rpm.
						258.15 lb.-ft. @ 1250-4800 rpm.","Front, Longitudinal ",N20B20A ,"1997 cm3
121.86 cu. in.",4 ,Inline ,"84 mm
					3.31 in.","90.1 mm
					3.55 in.",10 ,4 ,Direct injection ,"Twin-power turbo, Intercooler ",,"5 l
					5.28 US qt | 4.4 UK qt",Log in to see.,,"1455 kg
					3207.73 lbs.","2005 kg
					4420.27 lbs.","550 kg
					1212.54 lbs.","480 l
					16.95 cu. ft.","60 l
						15.85 US gal | 13.2 UK gal","75 kg
					165.35 lbs.","1600 kg
					3527.4 lbs.","745 kg
					1642.44 lbs.","75 kg
					165.35 lbs.","4624 mm
					182.05 in.","1811 mm
					71.3 in.","1429 mm
					56.26 in.","2810 mm
					110.63 in.","1531 mm
					60.28 in.","1572 mm
					61.89 in.","140 mm
					5.51 in.",0.29 ,"11.3 m
					37.07 ft.",The Internal combustion engine (ICE) drives the rear wheels of the vehicle. ,Rear wheel drive ,"8 gears, automatic transmission ",Independent coil spring ,Independent multi-link suspension ,Ventilated discs ,Ventilated discs ,ABS (Anti-lock braking system) ,Steering rack and pinion ,Electric Steering ,225/50 R17 94W ,7.5J x 17 ,,,,,,,,,,,,"6.3 l/100 km
							37.34 US mpg44.84 UK mpg15.87 km/l",147 g/km ,"6.9 l
					7.29 US qt | 6.07 UK qt",2015 year ,"5.2 l/100 km
							45.23 US mpg54.32 UK mpg19.23 km/l","8.2 l/100 km
							28.68 US mpg34.45 UK mpg12.2 km/l",,,,,,,,,,,,,,,,,,,
